provider_id,Measure,payment_measure_id,hospital_type,hospital_owner,hospital_overall_rating,mortality_code,readmission_code,effectiveness_of_care_code,timeliness_of_care_code,patient_experience_code,SIR_compared_to_national_code,SIR_score,spend_score,payment,value_of_care_category_code
140115,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,-1,0,0.976,1.01,20415,0
140116,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,5,1,1,0,-1,0,0,1.04,1.03,17902,1
140117,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,1,1,0,1,-1,0,1.049,1.16,19336,1
140118,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,0,0,-1,-1,0,1.078,1.02,18434,0
140119,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,-1,0,-1,1,-1,1.25,0.99,16043,1
140120,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,1,0,0,0.747,0.99,15445,0
140122,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,1,1,0,1,1,0,0.741,1.08,17961,1
140124,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,1,0,-1,-1,-1,-1,0,0.846,0.83,16444,0
140125,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,0,-1,1,0.291,0.98,16910,0
140127,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,-1,1,0,0,1,-1,1.538,0.92,17173,0
140130,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,1,1,0,1,1,0,0.744,0.98,16197,0
140133,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,-1,0,0.674,1.07,20550,0
140135,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,5,0,1,0,0,0,-1,1.394,0.98,15589,0
140143,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,0,0,1,1,0,0.985,1.03,15628,0
140145,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,0,1,0,0,1,0,0.739,0.96,16384,0
140148,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,1,-1,-1,0,0,0.886,0.99,16883,-1
140150,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - State,1,0,-1,0,-1,-1,0,1.066,1.02,18062,0
140155,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,0,0,0,1,0,1.505,0.96,15881,0
140158,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,-1,0,-1,-1,0,1.036,0.97,17777,0
140160,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,0,0,1.621,1.04,15585,0
140161,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,0,-1,5.219,0.92,16750,0
140162,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,0,1,0,0,1,-1,1.785,0.97,16044,0
140164,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,1,0,0.907,1.02,16225,0
140166,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,0,0,0,0.654,0.96,16693,0
140172,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,1,0,-1,0,0,-1,0,0.844,0.99,18107,0
140174,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,0,0,0,0.914,1.01,17567,0
140176,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,1,0.257,1.01,17246,0
140177,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,0,-1,-1,1,-1,1,0.181,1.07,19305,0
140179,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,0,-1,-1,-1,0,0,1.239,1.02,18541,0
140180,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,1,-1,0,-1,-1,1,0.541,1.02,18603,0
140181,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,-1,0,1.517,1,18453,0
140182,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,1,0,-1,0,1,0.524,0.98,19679,0
140184,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,0,0,0,-1,0,2.002,0.95,16233,0
140185,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,-1,0,0,1,-1,1.36,0.95,18102,-1
140186,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,-1,0,1,1,1,0.674,1.06,17208,1
140187,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,-1,0,0,0,0,0.881,0.97,17695,0
140189,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,-1,0,0,1,0,0.809,0.94,16750,0
140191,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,1,0,-1,-1,0,1.164,1.02,16616,0
140197,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,0,NA,1,0.3,1.03,17543,0
140200,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,1,1,0,0,0,0,1.03,1.05,17884,0
140202,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,0,0,0,0,1.162,1.03,17587,0
140206,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,0,-1,0,-1,-1,0,0.792,1.05,19703,0
140208,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,1,-1,0,-1,0,-1,1.196,1.05,17668,1
140209,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,0,0,1,1,0.536,0.95,17528,0
140210,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,0,-1,0,1,0,0,0.825,0.91,14482,0
140211,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,1,0,0,1,-1,1.49,1.06,16025,0
140213,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,1,-1,0,0,1,0,0.766,1.05,16853,1
140217,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,1,0,0,0,0,0.881,1.1,19936,0
140223,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,0,1,-1,1.454,1.05,18900,0
140224,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,1,-1,0,0,0,0,1.227,1.02,17843,0
140228,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,0,0,0,1,0,1.216,1.01,15605,0
140231,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,0,0,0,1,0,0.9,0.99,17342,1
140233,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,2,-1,1,0,0,0,0,0.842,1.03,17743,0
140234,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,1,0,0.779,0.95,16606,-1
140239,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,1,0,1,0,0,0.786,1,17937,0
140240,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,2,0,-1,0,0,-1,0,1.276,1.09,19655,0
140242,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,1,0,0,1,1,0.59,1.04,18317,0
140250,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,-1,0,-1,-1,-1,1.33,1,18056,0
140251,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,1,1,0,0,-1,1,0.54,1.12,20236,0
140252,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,0,1,0,-1,1.784,1.08,18650,0
140258,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,1,1,0,0,0,0,0.91,1.11,18466,1
140275,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,2,0,0,0,0,-1,0,1.174,0.93,16658,0
140276,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,-1,0,-1,-1,-1,1.504,1,17547,0
140280,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,-1,1,0,0,-1,0,0.861,0.95,17464,-1
140281,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,-1,0,-1,1,0,0.936,0.97,16640,1
140286,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,0,0,0,-1,0,1.058,1,16945,0
140288,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,1,1,0,-1,1,0,1.153,1.04,18175,0
140289,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,0,0,0,1.105,0.97,15699,0
140290,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,1,1,0,0,-1,1,0.668,1.16,19824,0
140291,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,1,1,0,0,0,-1,1.422,1.01,17649,0
140292,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,0,0,1,0,0,0.582,1.1,18819,0
140304,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,-1,1,0.508,1.06,17749,0
140307,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,NA,NA,NA,0,0,1,0,1.161,0.9,NA,NA
141306,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,NA,NA,0,NA,NA,NA,1,0,NA,15923,0
141311,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,NA,0,0.932,NA,15236,0
141319,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Hospital District or Authority,4,0,-1,0,NA,1,0,0,NA,13915,0
141322,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,0,0,1,0,0,NA,16927,0
141323,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Hospital District or Authority,4,0,1,0,0,1,0,1.184,NA,15251,0
141326,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Hospital District or Authority,2,0,0,NA,NA,-1,0,1.137,NA,16458,0
141327,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Hospital District or Authority,4,0,0,0,1,1,0,0,NA,16749,0
141334,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,0,0,0,NA,0,2.139,NA,15752,0
141336,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Church,4,0,1,NA,NA,1,0,2.277,NA,17683,0
141337,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Local,3,0,0,0,0,1,0,0,NA,16434,0
141339,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,1.914,NA,15492,0
141348,HAI_6,PAYM_30_PN,Critical Access Hospitals,Proprietary,3,0,0,0,1,0,0,0.752,NA,18222,0
141350,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Church,3,0,-1,NA,NA,1,0,0,NA,15737,0
150001,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,0,1,1,1,0.165,1.1,17346,0
150002,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,-1,0,-1,0,1,0.674,1.08,17887,0
150004,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,1,-1,0,0,-1,0,1.103,1.06,20146,0
150005,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,5,0,1,0,1,1,0,0.88,0.94,18091,0
150006,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,-1,1,0,1,-1,0,1.408,0.94,17233,0
150007,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,0,0,0.856,1.04,19147,0
150008,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,0,0,0,0,0,0.97,1.15,21736,0
150009,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,1,0,-1,-1,0,0.969,1,18424,0
150010,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,-1,1,0,1,1,0,0.762,1.05,18053,0
150011,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,0,0,0.724,0.98,15701,0
150012,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,-1,1,0,0,0,0,0.736,0.99,17235,0
150015,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,0,0,0,-1,0,1.166,1.01,17262,0
150017,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,-1,1,0,-1,-1,0,1.157,1.03,16413,0
150018,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,1,0,0,0,1,0.656,0.94,17254,0
150021,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,-1,1,0,0,1,0,1.162,1.01,15893,0
150022,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,0,0,1,0,0,0.822,0.95,16581,0
150023,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,-1,0,1,0.698,1.01,16868,0
150024,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,-1,-1,-1,0,0.728,0.97,18229,0
150026,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,1,0,1,0,1.186,0.97,16866,0
150030,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,5,0,1,0,1,1,1,0,0.98,16931,0
150034,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,-1,0,0,1,0,1.287,1.03,17414,1
150035,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,1,1,0,-1,-1,0,0.939,1.03,17529,0
150037,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,-1,1,0,0,1,0,0.606,1.01,18633,0
150042,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,0,0,0,1,1,0,1.197,1.09,18282,0
150044,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,1,-1,0,0,-1,1,0.722,1.01,17909,0
150045,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,1,0,0.305,0.99,16323,0
150046,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,-1,0,1,1,1,0.223,1.05,17250,0
150047,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,2,0,1,0,-1,-1,0,0.642,0.99,16984,0
150048,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,0,0,1.055,0.99,16985,1
150051,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,0,1,0,0,0,1,0.686,1.03,17433,0
150056,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,1,-1,-1,1,0.77,1.03,17477,0
150057,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,0,1,0,1,1,0,0.384,0.97,16156,0
150058,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,5,-1,1,-1,0,0,1,0.36,0.96,16630,-1
150059,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,0,1,1,0,0.825,1.06,17372,0
150061,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,4,0,0,0,0,0,0,0.589,1.16,17601,0
150065,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,5,0,1,0,1,1,-1,1.943,0.93,15540,0
150069,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,0.432,0.92,15900,0
150072,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,0,1,0,0,0,0.99,16399,0
150074,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,0,0,1,0,0.728,1.02,17399,0
150075,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,0,-1,0,1,1,0,0.581,0.92,15500,0
150076,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,0,0,0.504,0.98,19006,0
150082,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,-1,0,1,1,0,1.02,1.04,17319,0
150084,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,-1,0,0,0.831,1.03,16910,0
150086,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,0,-1,0,1,0,0,1.235,0.98,17573,0
150088,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,0,0,0,1.171,1,18139,0
150089,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,1,0,0,-1,0,0.876,0.97,17570,0
150090,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,1,0,0,-1,1,0.491,1.03,17839,0
150091,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,0,0,0,1,0,0.542,0.93,16964,0
150097,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,-1,0,1,1,0,0.968,1.04,16668,0
150100,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,1,1,0.561,1,17870,0
150101,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,0.642,0.9,15559,0
150104,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,0,1,1,0,0.339,0.97,15417,0
150109,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,0,1,0,0,1,0,1.271,0.99,18309,0
150112,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,0,1,1,0,0.816,0.96,17482,0
150113,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,1,0,0.838,0.98,18479,0
150115,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,5,0,1,0,1,1,0,0.554,0.95,17818,0
150125,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,1,1,0,0,1,0,1.057,1.13,18636,0
150126,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,0,0,0,0.785,1.05,18221,0
150128,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,-1,1,1,1,0,0,1.136,1.02,17578,-1
150133,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,-1,1,1,1,-1,1,0.18,0.96,16562,-1
150146,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,0,0,0.659,1.02,16951,0
150149,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,NA,NA,0,1,1,1,0,1.08,NA,NA
150150,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,4,0,1,0,0,0,0,0.784,1.02,17197,0
150153,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,5,0,1,0,0,1,1,0,0.96,NA,NA
150157,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,0,0,0,0.42,0.97,17927,0
150158,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,5,1,1,0,-1,1,0,0.643,0.99,16682,0
150161,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,5,0,1,0,0,1,1,0.511,1,16947,0
150162,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,3,0,1,1,-1,1,-1,1.416,1.01,17952,0
150165,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,-1,0,0.897,1,13306,0
150169,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,0,0,1,0.743,1.09,18042,0
150173,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,-1,1,0,0,0,1,0.489,1.02,16948,0
150175,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,5,0,0,NA,NA,1,0,0.852,1.02,NA,NA
150176,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,1,0,-1,0,1,0,0,2.226,1.06,20344,0
150179,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,NA,NA,NA,NA,NA,NA,1,0,0.81,NA,NA
151311,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Other,5,0,1,0,1,1,-1,3.639,NA,17740,0
151312,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,1,NA,NA,-1,0,0.873,NA,15592,0
151313,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Local,4,0,1,NA,NA,1,0,0.616,NA,14238,0
151315,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,1,0,0.595,NA,16771,0
151318,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,2,0,1,0,1,-1,0,1.202,NA,16079,0
151323,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,0,1,0,0,1.268,NA,14364,0
151328,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,2.254,NA,16922,0
151329,HAI_6,PAYM_30_PN,Critical Access Hospitals,Voluntary non-profit - Private,4,0,0,0,1,1,0,2.076,NA,17191,0
151330,HAI_6,PAYM_30_PN,Critical Access Hospitals,Government - Local,4,0,-1,0,1,1,0,1.24,NA,16382,0
160001,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,0,0,0,-1,0,0.455,0.85,16992,0
160005,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,0,0,1,1,-1,2.713,0.9,14929,0
160008,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,1,-1,0,0,0.96,14950,-1
160013,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,0,0.541,0.87,17514,0
160016,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,0,1,0.553,0.92,15570,0
160024,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,1,0.584,0.85,15274,0
160028,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,-1,0,1,1,1,0.331,0.87,16714,0
160030,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,5,0,1,0,1,1,0,0.843,0.95,16388,0
160032,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,3,-1,0,0,1,0,0,0.969,0.94,14548,-1
160033,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Other,3,0,1,0,0,-1,1,0.589,0.96,17365,0
160040,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,0,0,1.477,0.98,16354,0
160045,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,0,1,0.643,0.93,18863,1
160047,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,1,1,0,0.971,0.94,16190,0
160057,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,1,0,1,-1,0,0.98,0.89,16751,0
160058,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - State,3,-1,-1,0,-1,0,1,0.852,1,17425,0
160064,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,0,1,0,1,0.62,0.93,16750,0
160067,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,0,1,0,1,-1,0,0.732,0.98,16964,0
160069,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,0,0,1,1,0,0.894,0.91,16974,0
160079,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Church,4,0,1,0,1,1,1,0.702,0.89,15385,0
160080,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,0,0,1,1,0,1.005,0.94,18002,0
160082,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,-1,1,-1,0,1,1,0.755,0.92,16561,0
160083,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,2,-1,1,0,0,0,0,1.093,0.94,16607,0
160089,HAI_6,PAYM_30_PN,Acute Care Hospitals,Proprietary,3,0,1,0,1,-1,0,0.484,0.96,18290,0
160101,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,2,NA,0,0,-1,-1,-1,2.318,0.96,15233,0
160104,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,-1,0,1,0,0,0.806,0.9,17615,0
160110,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,-1,1,0,1,1,1,0.457,0.94,17656,0
160112,HAI_6,PAYM_30_PN,Acute Care Hospitals,Government - Local,4,0,1,0,1,1,0,1.917,0.87,14682,0
160117,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,0,0,1,1,1,0.543,0.97,17909,0
160122,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,4,0,1,0,0,1,0,2.99,0.84,15735,0
160146,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,1,-1,1,0,0,0,0,0.778,0.96,16369,-1
160147,HAI_6,PAYM_30_PN,Acute Care Hospitals,Voluntary non-profit - Private,3,0,0,0,1,1,0,1.834,0.85,16640,0
